IDContrato;DataFoto;IDTranche;Tipo;DataBase;DataBaixa;DataEvento;Projetado;Realizado;TaxaCambio;TaxaVariante;Taxa;FoiRealizado
11542225;1900-01-01;1;2;2017-05-23;2017-05-23;2017-05-23;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-05-23;2017-05-23;2017-05-23;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-05-24;2017-05-24;2017-05-24;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-05-24;2017-05-24;2017-05-24;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-05-25;2017-05-25;2017-05-25;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-05-25;2017-05-25;2017-05-25;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-05-26;2017-05-26;2017-05-26;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-05-26;2017-05-26;2017-05-26;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-05-29;2017-05-29;2017-05-27;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-05-29;2017-05-29;2017-05-29;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-05-30;2017-05-30;2017-05-30;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-05-30;2017-05-30;2017-05-30;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-05-31;2017-05-31;2017-05-31;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-05-31;2017-05-31;2017-05-31;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-01;2017-06-01;2017-06-01;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-01;2017-06-01;2017-06-01;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-02;2017-06-02;2017-06-02;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-02;2017-06-02;2017-06-02;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-05;2017-06-05;2017-06-03;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-05;2017-06-05;2017-06-05;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-06;2017-06-06;2017-06-06;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-06;2017-06-06;2017-06-06;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-07;2017-06-07;2017-06-07;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-07;2017-06-07;2017-06-07;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-08;2017-06-08;2017-06-08;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-08;2017-06-08;2017-06-08;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-09;2017-06-09;2017-06-09;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-09;2017-06-09;2017-06-09;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-12;2017-06-12;2017-06-10;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-12;2017-06-12;2017-06-12;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-13;2017-06-13;2017-06-13;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-13;2017-06-13;2017-06-13;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-14;2017-06-14;2017-06-14;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-14;2017-06-14;2017-06-14;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-16;2017-06-16;2017-06-15;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-16;2017-06-16;2017-06-16;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-19;2017-06-19;2017-06-17;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-19;2017-06-19;2017-06-19;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-20;2017-06-20;2017-06-20;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-20;2017-06-20;2017-06-20;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-21;2017-06-21;2017-06-21;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-21;2017-06-21;2017-06-21;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-22;2017-06-22;2017-06-22;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-22;2017-06-22;2017-06-22;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-23;2017-06-23;2017-06-23;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-23;2017-06-23;2017-06-23;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-26;2017-06-26;2017-06-24;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-26;2017-06-26;2017-06-26;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-27;2017-06-27;2017-06-27;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-27;2017-06-27;2017-06-27;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-28;2017-06-28;2017-06-28;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-28;2017-06-28;2017-06-28;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-29;2017-06-29;2017-06-29;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-29;2017-06-29;2017-06-29;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-06-30;2017-06-30;2017-06-30;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-06-30;2017-06-30;2017-06-30;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-03;2017-07-03;2017-07-01;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-03;2017-07-03;2017-07-03;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-04;2017-07-04;2017-07-04;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-04;2017-07-04;2017-07-04;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-05;2017-07-05;2017-07-05;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-05;2017-07-05;2017-07-05;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-06;2017-07-06;2017-07-06;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-06;2017-07-06;2017-07-06;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-07;2017-07-07;2017-07-07;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-07;2017-07-07;2017-07-07;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-10;2017-07-10;2017-07-08;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-10;2017-07-10;2017-07-10;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-11;2017-07-11;2017-07-11;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-11;2017-07-11;2017-07-11;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-12;2017-07-12;2017-07-12;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-12;2017-07-12;2017-07-12;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-13;2017-07-13;2017-07-13;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-13;2017-07-13;2017-07-13;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-14;2017-07-14;2017-07-14;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-14;2017-07-14;2017-07-14;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-17;2017-07-17;2017-07-15;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-17;2017-07-17;2017-07-17;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-18;2017-07-18;2017-07-18;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-18;2017-07-18;2017-07-18;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-19;2017-07-19;2017-07-19;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-19;2017-07-19;2017-07-19;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-20;2017-07-20;2017-07-20;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-20;2017-07-20;2017-07-20;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-21;2017-07-21;2017-07-21;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-21;2017-07-21;2017-07-21;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-24;2017-07-24;2017-07-22;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-24;2017-07-24;2017-07-24;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-25;2017-07-25;2017-07-25;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-25;2017-07-25;2017-07-25;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-26;2017-07-26;2017-07-26;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-26;2017-07-26;2017-07-26;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-27;2017-07-27;2017-07-27;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-27;2017-07-27;2017-07-27;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-28;2017-07-28;2017-07-28;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-28;2017-07-28;2017-07-28;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-07-31;2017-07-31;2017-07-29;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-07-31;2017-07-31;2017-07-31;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-01;2017-08-01;2017-08-01;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-01;2017-08-01;2017-08-01;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-02;2017-08-02;2017-08-02;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-02;2017-08-02;2017-08-02;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-03;2017-08-03;2017-08-03;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-03;2017-08-03;2017-08-03;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-04;2017-08-04;2017-08-04;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-04;2017-08-04;2017-08-04;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-07;2017-08-07;2017-08-05;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-07;2017-08-07;2017-08-07;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-08;2017-08-08;2017-08-08;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-08;2017-08-08;2017-08-08;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-09;2017-08-09;2017-08-09;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-09;2017-08-09;2017-08-09;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-10;2017-08-10;2017-08-10;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-10;2017-08-10;2017-08-10;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-11;2017-08-11;2017-08-11;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-11;2017-08-11;2017-08-11;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-14;2017-08-14;2017-08-12;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-14;2017-08-14;2017-08-14;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-15;2017-08-15;2017-08-15;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-15;2017-08-15;2017-08-15;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-16;2017-08-16;2017-08-16;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-16;2017-08-16;2017-08-16;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-17;2017-08-17;2017-08-17;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-17;2017-08-17;2017-08-17;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-18;2017-08-18;2017-08-18;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-18;2017-08-18;2017-08-18;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-21;2017-08-21;2017-08-19;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-21;2017-08-21;2017-08-21;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-22;2017-08-22;2017-08-22;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-22;2017-08-22;2017-08-22;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-23;2017-08-23;2017-08-23;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-23;2017-08-23;2017-08-23;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-24;2017-08-24;2017-08-24;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-24;2017-08-24;2017-08-24;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-25;2017-08-25;2017-08-25;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-25;2017-08-25;2017-08-25;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-28;2017-08-28;2017-08-26;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-28;2017-08-28;2017-08-28;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-29;2017-08-29;2017-08-29;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-29;2017-08-29;2017-08-29;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-30;2017-08-30;2017-08-30;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-30;2017-08-30;2017-08-30;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-08-31;2017-08-31;2017-08-31;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-08-31;2017-08-31;2017-08-31;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-01;2017-09-01;2017-09-01;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-01;2017-09-01;2017-09-01;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-04;2017-09-04;2017-09-02;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-04;2017-09-04;2017-09-04;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-05;2017-09-05;2017-09-05;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-05;2017-09-05;2017-09-05;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-06;2017-09-06;2017-09-06;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-06;2017-09-06;2017-09-06;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-08;2017-09-08;2017-09-07;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-08;2017-09-08;2017-09-08;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-11;2017-09-11;2017-09-09;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-11;2017-09-11;2017-09-11;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-12;2017-09-12;2017-09-12;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-12;2017-09-12;2017-09-12;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-13;2017-09-13;2017-09-13;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-13;2017-09-13;2017-09-13;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-14;2017-09-14;2017-09-14;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-14;2017-09-14;2017-09-14;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-15;2017-09-15;2017-09-15;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-15;2017-09-15;2017-09-15;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-18;2017-09-18;2017-09-16;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-18;2017-09-18;2017-09-18;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-19;2017-09-19;2017-09-19;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-19;2017-09-19;2017-09-19;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-20;2017-09-20;2017-09-20;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-20;2017-09-20;2017-09-20;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-21;2017-09-21;2017-09-21;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-21;2017-09-21;2017-09-21;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-22;2017-09-22;2017-09-22;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-22;2017-09-22;2017-09-22;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-25;2017-09-25;2017-09-23;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-25;2017-09-25;2017-09-25;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-26;2017-09-26;2017-09-26;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-26;2017-09-26;2017-09-26;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-27;2017-09-27;2017-09-27;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-27;2017-09-27;2017-09-27;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-28;2017-09-28;2017-09-28;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-28;2017-09-28;2017-09-28;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-09-29;2017-09-29;2017-09-29;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-09-29;2017-09-29;2017-09-29;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-10-02;2017-10-02;2017-09-30;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-10-02;2017-10-02;2017-10-02;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-10-03;2017-10-03;2017-10-03;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-10-03;2017-10-03;2017-10-03;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-10-04;2017-10-04;2017-10-04;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-10-04;2017-10-04;2017-10-04;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-10-05;2017-10-05;2017-10-05;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-10-05;2017-10-05;2017-10-05;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-10-06;2017-10-06;2017-10-06;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-10-06;2017-10-06;2017-10-06;0.00000;0.0000;0.0000;0.0000;200000;0
11542225;1900-01-01;1;2;2017-10-09;2017-10-09;2017-10-07;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-10-09;2017-10-09;2017-10-09;0.00000;0.0000;0.0000;0.0000;17.5;0
11542225;1900-01-01;1;2;2017-10-10;2017-10-10;2017-10-10;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-10-10;2017-10-10;2017-10-10;0.00000;0.0000;0.0000;0.0000;17.5;0
11542225;1900-01-01;1;2;2017-10-11;2017-10-11;2017-10-11;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-10-11;2017-10-11;2017-10-11;0.00000;0.0000;0.0000;0.0000;17.5;0
11542225;1900-01-01;1;2;2017-10-13;2017-10-13;2017-10-12;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-10-13;2017-10-13;2017-10-13;0.00000;0.0000;0.0000;0.0000;17.5;0
11542225;1900-01-01;1;2;2017-10-16;2017-10-16;2017-10-14;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-10-16;2017-10-16;2017-10-16;0.00000;0.0000;0.0000;0.0000;17.5;0
11542225;1900-01-01;1;2;2017-10-17;2017-10-17;2017-10-17;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-10-17;2017-10-17;2017-10-17;0.00000;0.0000;0.0000;0.0000;17.5;0
11542225;1900-01-01;1;2;2017-10-18;2017-10-18;2017-10-18;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-10-18;2017-10-18;2017-10-18;0.00000;0.0000;0.0000;0.0000;17.5;0
11542225;1900-01-01;1;2;2017-10-19;2017-10-19;2017-10-19;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-10-19;2017-10-19;2017-10-19;0.00000;0.0000;0.0000;0.0000;17.5;0
11542225;1900-01-01;1;2;2017-10-20;2017-10-20;2017-10-20;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-10-20;2017-10-20;2017-10-20;0.00000;0.0000;0.0000;0.0000;17.5;0
11542225;1900-01-01;1;2;2017-10-23;2017-10-23;2017-10-21;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-10-23;2017-10-23;2017-10-23;0.00000;0.0000;0.0000;0.0000;17.5;0
11542225;1900-01-01;1;2;2017-10-24;2017-10-24;2017-10-24;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-10-24;2017-10-24;2017-10-24;0.00000;0.0000;0.0000;0.0000;17.5;0
11542225;1900-01-01;1;2;2017-10-25;2017-10-25;2017-10-25;10373443983402500000;0.0000;0.0000;0.0000;0.0000;0
11542225;1900-01-01;1;6;2017-10-25;2017-10-25;2017-10-25;0.00000;0.0000;0.0000;0.0000;17.5;0
